Location,Household Type,TimeFrame,DataFormat,Data
Park Slope,All Households,2016,Dollars,115286.3498
Park Slope,Families without Children,2015,Dollars,147434.8789
Park Slope,Families with Children,2015,Dollars,185745.5331
Park Slope,Families,2015,Dollars,163860.7822
Park Slope,All Households,2015,Dollars,125050.9115
Park Slope,Families with Children,2014,Dollars,185110.2567
Park Slope,Families without Children,2014,Dollars,134148.4648
Park Slope,Families,2014,Dollars,164256.022
Park Slope,All Households,2014,Dollars,126977.6453
Park Slope,Families without Children,2013,Dollars,114789.3011
Park Slope,Families with Children,2013,Dollars,187589.3451
Park Slope,Families,2013,Dollars,150244.6957
Park Slope,All Households,2013,Dollars,115846.601
Park Slope,Families without Children,2012,Dollars,108877.0466
Park Slope,Families with Children,2012,Dollars,150227.2723
Park Slope,Families,2012,Dollars,121775.5582
Park Slope,All Households,2012,Dollars,100847.0115
Park Slope,Families without Children,2011,Dollars,119106.2923
Park Slope,Families with Children,2011,Dollars,143985.0514
Park Slope,All Households,2011,Dollars,103004.2459
Park Slope,Families,2011,Dollars,130824.7023
Park Slope,Families without Children,2010,Dollars,113708.1776
Park Slope,Families with Children,2010,Dollars,143968.3049
Park Slope,Families,2010,Dollars,123348.701
Park Slope,All Households,2010,Dollars,100653.9089
Park Slope,Families without Children,2009,Dollars,133468.8885
Park Slope,Families,2009,Dollars,137209.9225
Park Slope,Families with Children,2009,Dollars,140412.8204
Park Slope,All Households,2009,Dollars,111405.3038
Park Slope,Families without Children,2008,Dollars,128670.2478
Park Slope,Families with Children,2008,Dollars,142827.8182
Park Slope,Families,2008,Dollars,133572.0896
Park Slope,All Households,2008,Dollars,100818.7613
Park Slope,Families,2007,Dollars,131877.675
Park Slope,Families with Children,2007,Dollars,165690.7461
Park Slope,Families without Children,2007,Dollars,105416.6156
Park Slope,All Households,2007,Dollars,98268.11088
Park Slope,Families without Children,2006,Dollars,120746.1708
Park Slope,Families with Children,2006,Dollars,107599.8202
Park Slope,Families,2006,Dollars,112122.7688
Park Slope,All Households,2006,Dollars,98279.76491
Park Slope,Families with Children,2005,Dollars,141375.9808
Park Slope,Families without Children,2005,Dollars,119157.1049
Park Slope,Families,2005,Dollars,128158.4432
Park Slope,All Households,2005,Dollars,97361.49808
Sunset Park,All Households,2005,Dollars,52007.12145
Sunset Park,Families,2005,Dollars,47790.92209
Sunset Park,Families with Children,2005,Dollars,43261.3937
Sunset Park,All Households,2006,Dollars,62072.33666
Sunset Park,Families without Children,2005,Dollars,55020.85196
Sunset Park,Families,2006,Dollars,63355.71503
Sunset Park,Families with Children,2006,Dollars,53836.99432
Sunset Park,Families without Children,2006,Dollars,66734.35098
Sunset Park,All Households,2007,Dollars,49703.35977
Sunset Park,Families without Children,2007,Dollars,62117.28554
Sunset Park,Families with Children,2007,Dollars,45405.24084
Sunset Park,Families,2007,Dollars,51278.60684
Sunset Park,All Households,2008,Dollars,54431.02322
Sunset Park,Families,2008,Dollars,55536.85096
Sunset Park,Families with Children,2008,Dollars,49369.25791
Sunset Park,Families without Children,2008,Dollars,71337.04663
Sunset Park,All Households,2009,Dollars,48312.53596
Sunset Park,Families,2009,Dollars,50631.70555
Sunset Park,Families without Children,2009,Dollars,61596.84796
Sunset Park,Families with Children,2009,Dollars,39412.30612
Sunset Park,All Households,2010,Dollars,49030.26524
Sunset Park,Families,2010,Dollars,46963.57196
Sunset Park,Families with Children,2010,Dollars,39836.33203
Sunset Park,Families without Children,2010,Dollars,51684.32172
Sunset Park,All Households,2011,Dollars,50201.19181
Sunset Park,Families with Children,2011,Dollars,41606.19648
Sunset Park,Families,2011,Dollars,49643.0599
Sunset Park,Families without Children,2011,Dollars,61766.20405
Sunset Park,All Households,2012,Dollars,47932.56315
Sunset Park,Families,2012,Dollars,46425.84665
Sunset Park,Families with Children,2012,Dollars,36545.39701
Sunset Park,Families without Children,2012,Dollars,52590.42328
Sunset Park,Families,2013,Dollars,48614.16814
Sunset Park,All Households,2013,Dollars,51300.09666
Sunset Park,Families with Children,2013,Dollars,40600.76868
Sunset Park,Families without Children,2013,Dollars,57399.20299
Sunset Park,All Households,2014,Dollars,53973.22158
Sunset Park,Families,2014,Dollars,51508.81401
Sunset Park,Families with Children,2014,Dollars,47699.87779
Sunset Park,All Households,2015,Dollars,50731.6078
Sunset Park,Families without Children,2014,Dollars,54051.84899
Sunset Park,Families,2015,Dollars,45998.5873
Sunset Park,Families with Children,2015,Dollars,38513.70633
Sunset Park,Families without Children,2015,Dollars,54382.05785
Sunset Park,All Households,2016,Dollars,59117.64773
Sunset Park,Families,2016,Dollars,55384.01839
Sunset Park,Families without Children,2016,Dollars,70199.77882
Sunset Park,Families with Children,2016,Dollars,50093.23032
Sunset Park,Families,2017,Dollars,60148.97313
Sunset Park,All Households,2017,Dollars,61816.66342
Sunset Park,All Households,2018,Dollars,66717.56343
Sunset Park,Families without Children,2017,Dollars,60936.00973
Sunset Park,Families with Children,2017,Dollars,56390.13856
Sunset Park,Families without Children,2019,Dollars,89786.04431
Sunset Park,Families with Children,2019,Dollars,61358.99855
Sunset Park,Families,2019,Dollars,73357.37237
Sunset Park,All Households,2019,Dollars,71320.86436
Sunset Park,Families without Children,2018,Dollars,77243.59484
Sunset Park,Families with Children,2018,Dollars,60808.28742
Sunset Park,Families,2018,Dollars,66273.19271
Sunset Park,All Households,2021,Dollars,58841
Sunset Park,Families,2021,Dollars,57202
Sunset Park,Families with Children,2021,Dollars,61846
Sunset Park,Families without Children,2021,Dollars,53862
Crown Heights North,Families with Children,2021,Dollars,81991
Crown Heights North,Families without Children,2021,Dollars,92997
Crown Heights North,Families,2021,Dollars,84121
Crown Heights North,All Households,2021,Dollars,73101
Crown Heights North,Families,2018,Dollars,79948.27432
Crown Heights North,Families with Children,2018,Dollars,74958.71751
Crown Heights North,Families without Children,2018,Dollars,81950.07895
Crown Heights North,All Households,2019,Dollars,78212.2057
Crown Heights North,Families,2019,Dollars,85462.93081
Crown Heights North,Families with Children,2019,Dollars,92841.85715
Crown Heights North,Families without Children,2019,Dollars,80261.32367
Crown Heights North,Families with Children,2017,Dollars,60271.98162
Crown Heights North,Families without Children,2017,Dollars,85908.90979
Crown Heights North,All Households,2018,Dollars,69979.8427
Crown Heights North,All Households,2017,Dollars,65430.71809
Crown Heights North,Families,2017,Dollars,72030.72214
Crown Heights North,Families without Children,2016,Dollars,67913.4303
Crown Heights North,Families,2016,Dollars,65314.09619
Crown Heights North,Families with Children,2016,Dollars,56256.38244
Crown Heights North,All Households,2016,Dollars,57590.45571
Crown Heights North,Families without Children,2015,Dollars,62468.2422
Crown Heights North,Families with Children,2015,Dollars,39396.59022
Crown Heights North,Families,2015,Dollars,48951.25617
Crown Heights North,All Households,2015,Dollars,51286.91597
Crown Heights North,Families with Children,2014,Dollars,46934.94545
Crown Heights North,Families without Children,2014,Dollars,64957.47028
Crown Heights North,Families,2014,Dollars,58680.75674
Crown Heights North,All Households,2014,Dollars,50438.35804
Crown Heights North,Families without Children,2013,Dollars,62242.97917
Crown Heights North,Families with Children,2013,Dollars,41559.05335
Crown Heights North,Families,2013,Dollars,51030.3657
Crown Heights North,Families without Children,2012,Dollars,60927.12499
Crown Heights North,All Households,2013,Dollars,44424.80251
Crown Heights North,Families with Children,2012,Dollars,45244.31244
Crown Heights North,Families,2012,Dollars,51922.70022
Crown Heights North,All Households,2012,Dollars,48256.5882
Crown Heights North,Families without Children,2011,Dollars,62491.89352
Crown Heights North,Families with Children,2011,Dollars,34798.87523
Crown Heights North,All Households,2011,Dollars,47802.2866
Crown Heights North,Families,2011,Dollars,50082.01354
Crown Heights North,Families without Children,2010,Dollars,54725.50396
Crown Heights North,Families with Children,2010,Dollars,39438.28424
Crown Heights North,Families,2010,Dollars,47361.61976
Crown Heights North,All Households,2010,Dollars,46808.23624
Crown Heights North,Families without Children,2009,Dollars,72006.57456
Crown Heights North,Families,2009,Dollars,53993.8226
Crown Heights North,Families with Children,2009,Dollars,43406.36294
Crown Heights North,All Households,2009,Dollars,47432.51046
Crown Heights North,Families without Children,2008,Dollars,55438.91331
Crown Heights North,Families with Children,2008,Dollars,41568.95731
Crown Heights North,Families,2008,Dollars,51479.25658
Crown Heights North,All Households,2008,Dollars,48420.87426
Crown Heights North,Families,2007,Dollars,52142.86749
Crown Heights North,Families with Children,2007,Dollars,41533.45615
Crown Heights North,Families without Children,2007,Dollars,64979.26345
Crown Heights North,All Households,2007,Dollars,45750.42989
Crown Heights North,Families without Children,2006,Dollars,74314.09755
Crown Heights North,Families with Children,2006,Dollars,48176.35535
Crown Heights North,Families,2006,Dollars,55373.33995
Crown Heights North,All Households,2006,Dollars,51022.56807
Crown Heights North,Families with Children,2005,Dollars,43181.68719
Crown Heights North,Families without Children,2005,Dollars,60277.35866
Crown Heights North,Families,2005,Dollars,47825.27834
Crown Heights North,All Households,2005,Dollars,41713.98807
Crown Heights South,All Households,2005,Dollars,51090.49662
Crown Heights South,Families,2005,Dollars,56434.95533
Crown Heights South,Families with Children,2005,Dollars,50401.99731
Crown Heights South,Families without Children,2005,Dollars,64226.95349
Crown Heights South,Families,2006,Dollars,52719.17043
Crown Heights South,All Households,2006,Dollars,45230.80994
Crown Heights South,Families with Children,2006,Dollars,44365.9533
Crown Heights South,Families without Children,2006,Dollars,56280.57853
Crown Heights South,All Households,2007,Dollars,50093.62949
Crown Heights South,Families with Children,2007,Dollars,48251.76252
Crown Heights South,Families,2007,Dollars,61842.93753
Crown Heights South,All Households,2008,Dollars,46284.84153
Crown Heights South,Families without Children,2007,Dollars,64847.88552
Crown Heights South,Families,2008,Dollars,55870.33489
Crown Heights South,Families with Children,2008,Dollars,50834.60364
Crown Heights South,Families without Children,2008,Dollars,57914.62855
Crown Heights South,All Households,2009,Dollars,46305.63349
Crown Heights South,Families with Children,2009,Dollars,55086.14037
Crown Heights South,Families,2009,Dollars,54575.15782
Crown Heights South,Families without Children,2009,Dollars,53266.84502
Crown Heights South,All Households,2010,Dollars,47078.86019
Crown Heights South,Families,2010,Dollars,50793.56842
Crown Heights South,Families with Children,2010,Dollars,45572.8318
Crown Heights South,Families without Children,2010,Dollars,56753.3633
Crown Heights South,All Households,2011,Dollars,44185.63907
Crown Heights South,Families with Children,2011,Dollars,49929.79574
Crown Heights South,Families,2011,Dollars,55974.84806
Crown Heights South,Families without Children,2011,Dollars,59718.93375
Crown Heights South,All Households,2012,Dollars,44670.32521
Crown Heights South,Families,2012,Dollars,56210.24601
Crown Heights South,Families with Children,2012,Dollars,57476.25818
Crown Heights South,Families without Children,2012,Dollars,55979.95678
Crown Heights South,All Households,2013,Dollars,52687.44703
Crown Heights South,Families with Children,2013,Dollars,48148.68307
Crown Heights South,Families,2013,Dollars,57777.05395
Crown Heights South,Families without Children,2013,Dollars,61274.45156
Crown Heights South,All Households,2014,Dollars,46967.51966
Crown Heights South,Families,2014,Dollars,54424.76755
Crown Heights South,Families with Children,2014,Dollars,47410.07964
Crown Heights South,Families without Children,2014,Dollars,58502.1602
Crown Heights South,Families,2015,Dollars,57350.4324
Crown Heights South,All Households,2015,Dollars,50709.17111
Crown Heights South,Families with Children,2015,Dollars,43315.15875
Crown Heights South,Families without Children,2015,Dollars,66326.23166
Crown Heights South,All Households,2016,Dollars,56380.68877
Crown Heights South,Families,2016,Dollars,65311.87644
Crown Heights South,Families with Children,2016,Dollars,62914.54012
Crown Heights South,Families,2017,Dollars,65768.175
Crown Heights South,All Households,2017,Dollars,55595.48196
Crown Heights South,All Households,2018,Dollars,66595.78876
Crown Heights South,Families without Children,2016,Dollars,65870.14503
Crown Heights South,Families without Children,2017,Dollars,69947.19785
Crown Heights South,Families with Children,2017,Dollars,53715.52039
Crown Heights South,Families without Children,2019,Dollars,82080.30993
Crown Heights South,Families with Children,2019,Dollars,63772.75443
Crown Heights South,Families,2019,Dollars,75641.87619
Crown Heights South,All Households,2019,Dollars,70091.39358
Crown Heights South,Families without Children,2018,Dollars,76679.58585
Crown Heights South,Families with Children,2018,Dollars,57617.57747
Crown Heights South,Families,2018,Dollars,76065.37152
Crown Heights South,All Households,2021,Dollars,62958
Crown Heights South,Families,2021,Dollars,74061
Crown Heights South,Families with Children,2021,Dollars,77296
Crown Heights South,Families without Children,2021,Dollars,72306
Bay Ridge,Families without Children,2021,Dollars,90774
Bay Ridge,Families with Children,2021,Dollars,94791
Bay Ridge,Families,2021,Dollars,92790
Bay Ridge,All Households,2021,Dollars,73633
Bay Ridge,Families,2018,Dollars,98658.84528
Bay Ridge,Families with Children,2018,Dollars,103864.1782
Bay Ridge,Families without Children,2018,Dollars,90903.72166
Bay Ridge,All Households,2019,Dollars,80460.98132
Bay Ridge,Families,2019,Dollars,93886.3819
Bay Ridge,Families with Children,2019,Dollars,96608.03089
Bay Ridge,Families without Children,2019,Dollars,92171.42779
Bay Ridge,Families with Children,2017,Dollars,66188.36328
Bay Ridge,Families without Children,2017,Dollars,108575.1286
Bay Ridge,All Households,2018,Dollars,77339.73274
Bay Ridge,All Households,2017,Dollars,74761.94599
Bay Ridge,Families,2017,Dollars,90413.41528
Bay Ridge,Families with Children,2016,Dollars,74539.40152
Bay Ridge,Families without Children,2016,Dollars,98299.66816
Bay Ridge,Families,2016,Dollars,91302.99771
Bay Ridge,All Households,2016,Dollars,73884.57354
Bay Ridge,Families without Children,2015,Dollars,78097.64294
Bay Ridge,Families with Children,2015,Dollars,83944.64528
Bay Ridge,Families,2015,Dollars,81623.56933
Bay Ridge,Families without Children,2014,Dollars,73859.21594
Bay Ridge,All Households,2015,Dollars,72221.47289
Bay Ridge,Families with Children,2014,Dollars,73936.7201
Bay Ridge,Families,2014,Dollars,73900.77614
Bay Ridge,All Households,2014,Dollars,63683.70629
Bay Ridge,Families without Children,2013,Dollars,76980.30478
Bay Ridge,Families with Children,2013,Dollars,69061.36806
Bay Ridge,All Households,2013,Dollars,66716.87113
Bay Ridge,Families,2013,Dollars,75133.15987
Bay Ridge,Families without Children,2012,Dollars,81789.70945
Bay Ridge,Families with Children,2012,Dollars,71755.34791
Bay Ridge,Families,2012,Dollars,75987.34654
Bay Ridge,All Households,2012,Dollars,60643.60307
Bay Ridge,Families without Children,2011,Dollars,80844.16732
Bay Ridge,Families,2011,Dollars,75631.00293
Bay Ridge,Families with Children,2011,Dollars,70929.95113
Bay Ridge,All Households,2011,Dollars,66717.41223
Bay Ridge,Families without Children,2010,Dollars,73694.66578
Bay Ridge,Families with Children,2010,Dollars,57107.72292
Bay Ridge,Families,2010,Dollars,62029.9237
Bay Ridge,All Households,2010,Dollars,58696.27342
Bay Ridge,Families without Children,2009,Dollars,76262.29395
Bay Ridge,Families with Children,2009,Dollars,84992.19628
Bay Ridge,Families,2009,Dollars,80513.07631
Bay Ridge,All Households,2009,Dollars,65342.81906
Bay Ridge,Families without Children,2008,Dollars,81782.90373
Bay Ridge,Families with Children,2008,Dollars,76375.25732
Bay Ridge,Families,2008,Dollars,78837.33567
Bay Ridge,All Households,2008,Dollars,67984.85133
Bay Ridge,Families,2007,Dollars,71558.46378
Bay Ridge,Families with Children,2007,Dollars,66124.31221
Bay Ridge,Families without Children,2007,Dollars,78383.67572
Bay Ridge,All Households,2007,Dollars,63406.59242
Bay Ridge,Families without Children,2006,Dollars,92793.95147
Bay Ridge,Families with Children,2006,Dollars,81341.55436
Bay Ridge,Families,2006,Dollars,87236.61849
Bay Ridge,Families without Children,2005,Dollars,78192.08319
Bay Ridge,All Households,2006,Dollars,72967.14626
Bay Ridge,Families with Children,2005,Dollars,105841.9956
Bay Ridge,Families,2005,Dollars,83680.83816
Bay Ridge,All Households,2005,Dollars,66792.67846
Bensonhurst,All Households,2005,Dollars,55122.54646
Bensonhurst,Families,2005,Dollars,63534.33143
Bensonhurst,Families with Children,2005,Dollars,63941.10947
Bensonhurst,Families without Children,2005,Dollars,63094.5714
Bensonhurst,Families,2006,Dollars,63020.63275
Bensonhurst,All Households,2006,Dollars,51274.21088
Bensonhurst,Families with Children,2006,Dollars,60422.08955
Bensonhurst,Families without Children,2006,Dollars,67358.16028
Bensonhurst,All Households,2007,Dollars,53445.05456
Bensonhurst,Families with Children,2007,Dollars,64039.00968
Bensonhurst,Families,2007,Dollars,65135.11373
Bensonhurst,All Households,2008,Dollars,47922.50794
Bensonhurst,Families without Children,2007,Dollars,65584.63231
Bensonhurst,Families,2008,Dollars,57703.87662
Bensonhurst,Families with Children,2008,Dollars,52882.61645
Bensonhurst,Families without Children,2008,Dollars,59801.47812
Bensonhurst,All Households,2009,Dollars,47610.24352
Bensonhurst,Families,2009,Dollars,52612.68861
Bensonhurst,Families with Children,2009,Dollars,51583.31797
Bensonhurst,Families without Children,2009,Dollars,53485.30857
Bensonhurst,All Households,2010,Dollars,46411.402
Bensonhurst,Families,2010,Dollars,56112.60344
Bensonhurst,Families with Children,2010,Dollars,50594.54453
Bensonhurst,Families without Children,2010,Dollars,58121.04581
Bensonhurst,All Households,2011,Dollars,52466.75894
Bensonhurst,Families with Children,2011,Dollars,59836.93204
Bensonhurst,Families,2011,Dollars,61231.6718
Bensonhurst,Families without Children,2011,Dollars,63704.91593
Bensonhurst,All Households,2012,Dollars,57883.60396
Bensonhurst,Families,2012,Dollars,64501.81566
Bensonhurst,Families with Children,2012,Dollars,63915.09887
Bensonhurst,Families without Children,2012,Dollars,64997.1111
Bensonhurst,Families,2013,Dollars,63203.54005
Bensonhurst,All Households,2013,Dollars,53800.51401
Bensonhurst,Families with Children,2013,Dollars,57866.96427
Bensonhurst,Families without Children,2013,Dollars,68309.08045
Bensonhurst,All Households,2014,Dollars,53632.87724
Bensonhurst,Families,2014,Dollars,58751.5214
Bensonhurst,Families with Children,2014,Dollars,56662.27889
Bensonhurst,All Households,2015,Dollars,56124.2671
Bensonhurst,Families without Children,2014,Dollars,63127.6982
Bensonhurst,Families,2015,Dollars,61247.68607
Bensonhurst,Families with Children,2015,Dollars,52235.98811
Bensonhurst,Families without Children,2015,Dollars,67757.69271
Bensonhurst,All Households,2016,Dollars,56695.8941
Bensonhurst,Families,2016,Dollars,64114.31816
Bensonhurst,Families without Children,2016,Dollars,69754.71778
Bensonhurst,Families with Children,2016,Dollars,58820.20045
Bensonhurst,Families,2017,Dollars,66887.22566
Bensonhurst,All Households,2017,Dollars,58230.91159
Bensonhurst,All Households,2018,Dollars,58171.97267
Bensonhurst,Families without Children,2017,Dollars,74079.41217
Bensonhurst,Families with Children,2017,Dollars,60365.5987
Bensonhurst,Families without Children,2019,Dollars,70728.19639
Bensonhurst,Families with Children,2019,Dollars,62280.57622
Bensonhurst,Families,2019,Dollars,68046.47893
Bensonhurst,All Households,2019,Dollars,60043.35973
Bensonhurst,Families without Children,2018,Dollars,78023.38
Bensonhurst,Families with Children,2018,Dollars,61640.41432
Bensonhurst,Families,2018,Dollars,69848.45424
Bensonhurst,All Households,2021,Dollars,55977
Bensonhurst,Families,2021,Dollars,62938
Bensonhurst,Families with Children,2021,Dollars,53668
Bensonhurst,Families without Children,2021,Dollars,69253
Borough Park,Families without Children,2021,Dollars,76290
Borough Park,Families with Children,2021,Dollars,55481
Borough Park,Families,2021,Dollars,63598
Borough Park,All Households,2021,Dollars,57754
Borough Park,Families,2018,Dollars,59209.19375
Borough Park,Families with Children,2018,Dollars,50846.265
Borough Park,Families without Children,2018,Dollars,72404.65408
Borough Park,All Households,2019,Dollars,57870.24386
Borough Park,Families,2019,Dollars,60847.24447
Borough Park,Families with Children,2019,Dollars,54209.15309
Borough Park,Families without Children,2019,Dollars,65302.76251
Borough Park,Families with Children,2017,Dollars,46020.41423
Borough Park,Families without Children,2017,Dollars,75603.41113
Borough Park,All Households,2018,Dollars,53998.51979
Borough Park,All Households,2017,Dollars,49381.9205
Borough Park,Families,2017,Dollars,55131.75085
Borough Park,Families with Children,2016,Dollars,45079.91172
Borough Park,Families without Children,2016,Dollars,68624.86205
Borough Park,Families,2016,Dollars,53247.50338
Borough Park,All Households,2016,Dollars,50827.9695
Borough Park,Families without Children,2015,Dollars,55776.49835
Borough Park,Families with Children,2015,Dollars,46342.99054
Borough Park,Families,2015,Dollars,49398.86821
Borough Park,Families without Children,2014,Dollars,60411.68293
Borough Park,All Households,2015,Dollars,48431.84671
Borough Park,Families with Children,2014,Dollars,46702.43298
Borough Park,Families,2014,Dollars,54282.11497
Borough Park,All Households,2014,Dollars,48549.05378
Borough Park,Families without Children,2013,Dollars,58522.51293
Borough Park,Families with Children,2013,Dollars,40204.70803
Borough Park,All Households,2013,Dollars,46174.07036
Borough Park,Families,2013,Dollars,46548.50701
Borough Park,Families without Children,2012,Dollars,58478.42138
Borough Park,Families with Children,2012,Dollars,39564.61616
Borough Park,Families,2012,Dollars,48271.63222
Borough Park,All Households,2012,Dollars,43760.74059
Borough Park,Families without Children,2011,Dollars,60172.04717
Borough Park,Families,2011,Dollars,48856.01132
Borough Park,Families with Children,2011,Dollars,40973.72566
Borough Park,All Households,2011,Dollars,40560.73165
Borough Park,Families without Children,2010,Dollars,50231.68998
Borough Park,Families with Children,2010,Dollars,41821.71676
Borough Park,Families,2010,Dollars,48431.97998
Borough Park,All Households,2010,Dollars,43858.07103
Borough Park,Families without Children,2009,Dollars,58514.90732
Borough Park,Families with Children,2009,Dollars,52878.05395
Borough Park,Families,2009,Dollars,55821.75776
Borough Park,All Households,2009,Dollars,50574.92971
Borough Park,Families without Children,2008,Dollars,63638.40284
Borough Park,Families with Children,2008,Dollars,48813.86461
Borough Park,Families,2008,Dollars,57396.42676
Borough Park,All Households,2008,Dollars,49759.76883
Borough Park,Families,2007,Dollars,56971.6502
Borough Park,Families with Children,2007,Dollars,46395.72734
Borough Park,Families without Children,2007,Dollars,68909.00899
Borough Park,All Households,2007,Dollars,48974.3411
Borough Park,Families without Children,2006,Dollars,62322.65504
Borough Park,Families with Children,2006,Dollars,54725.6908
Borough Park,Families,2006,Dollars,57382.50919
Borough Park,Families without Children,2005,Dollars,55514.20775
Borough Park,All Households,2006,Dollars,53030.41287
Borough Park,Families with Children,2005,Dollars,51840.83718
Borough Park,Families,2005,Dollars,52228.37572
Borough Park,All Households,2005,Dollars,44892.62859
Coney Island,All Households,2005,Dollars,34776.77347
Coney Island,Families,2005,Dollars,52545.82749
Coney Island,Families with Children,2005,Dollars,59018.54555
Coney Island,Families without Children,2005,Dollars,48105.62536
Coney Island,Families,2006,Dollars,61754.47205
Coney Island,All Households,2006,Dollars,37061.68939
Coney Island,Families with Children,2006,Dollars,66387.34878
Coney Island,Families without Children,2006,Dollars,58693.70072
Coney Island,All Households,2007,Dollars,40277.63776
Coney Island,Families with Children,2007,Dollars,50373.12958
Coney Island,Families,2007,Dollars,56962.63407
Coney Island,All Households,2008,Dollars,40282.13086
Coney Island,Families without Children,2007,Dollars,60298.60291
Coney Island,Families,2008,Dollars,49506.86652
Coney Island,Families with Children,2008,Dollars,59904.37465
Coney Island,Families without Children,2008,Dollars,48017.96617
Coney Island,All Households,2009,Dollars,40228.15023
Coney Island,Families,2009,Dollars,52848.43177
Coney Island,Families with Children,2009,Dollars,56217.95437
Coney Island,Families without Children,2009,Dollars,50921.75603
Coney Island,All Households,2010,Dollars,35334.02313
Coney Island,Families,2010,Dollars,50189.21537
Coney Island,Families with Children,2010,Dollars,49065.45849
Coney Island,Families without Children,2010,Dollars,50741.38533
Coney Island,All Households,2011,Dollars,33164.59893
Coney Island,Families with Children,2011,Dollars,48071.3227
Coney Island,Families,2011,Dollars,50092.63338
Coney Island,Families without Children,2011,Dollars,54286.29255
Coney Island,All Households,2012,Dollars,34664.89447
Coney Island,Families,2012,Dollars,54445.4667
Coney Island,Families with Children,2012,Dollars,49065.4936
Coney Island,Families without Children,2012,Dollars,60104.3328
Coney Island,Families,2013,Dollars,53536.47358
Coney Island,All Households,2013,Dollars,35110.54868
Coney Island,Families with Children,2013,Dollars,53809.61886
Coney Island,Families without Children,2013,Dollars,53410.1439
Coney Island,All Households,2014,Dollars,33223.449
Coney Island,Families,2014,Dollars,45548.8566
Coney Island,Families with Children,2014,Dollars,39449.61635
Coney Island,All Households,2015,Dollars,45189.74449
Coney Island,Families without Children,2014,Dollars,50837.11131
Coney Island,Families,2015,Dollars,59131.90587
Coney Island,Families with Children,2015,Dollars,56206.16103
Coney Island,Families without Children,2015,Dollars,62468.2422
Coney Island,All Households,2016,Dollars,43521.64312
Coney Island,Families,2016,Dollars,57372.91963
Coney Island,Families without Children,2016,Dollars,58129.85638
Coney Island,Families with Children,2016,Dollars,56634.85081
Coney Island,Families,2017,Dollars,50248.42276
Coney Island,All Households,2017,Dollars,39316.99596
Coney Island,All Households,2018,Dollars,42481.19985
Coney Island,Families without Children,2017,Dollars,48423.9783
Coney Island,Families with Children,2017,Dollars,51536.20188
Coney Island,Families without Children,2019,Dollars,55159.10317
Coney Island,Families with Children,2019,Dollars,53439.94573
Coney Island,Families,2019,Dollars,54643.14577
Coney Island,All Households,2019,Dollars,42780.32899
Coney Island,Families without Children,2018,Dollars,58711.41309
Coney Island,Families with Children,2018,Dollars,47010.36295
Coney Island,Families,2018,Dollars,54748.39538
Coney Island,All Households,2021,Dollars,41541
Coney Island,Families,2021,Dollars,54757
Coney Island,Families with Children,2021,Dollars,43193
Coney Island,Families without Children,2021,Dollars,65217
Flatbush/Midwood,Families without Children,2021,Dollars,87116
Flatbush/Midwood,Families with Children,2021,Dollars,79375
Flatbush/Midwood,Families,2021,Dollars,85659
Flatbush/Midwood,All Households,2021,Dollars,66097
Flatbush/Midwood,Families,2018,Dollars,79076.62406
Flatbush/Midwood,Families with Children,2018,Dollars,75525.9311
Flatbush/Midwood,Families without Children,2018,Dollars,79955.75171
Flatbush/Midwood,All Households,2019,Dollars,68933.37922
Flatbush/Midwood,Families,2019,Dollars,82044.58171
Flatbush/Midwood,Families with Children,2019,Dollars,72413.72727
Flatbush/Midwood,Families without Children,2019,Dollars,90337.72991
Flatbush/Midwood,Families with Children,2017,Dollars,70005.98067
Flatbush/Midwood,Families without Children,2017,Dollars,73221.61847
Flatbush/Midwood,All Households,2018,Dollars,66376.808
Flatbush/Midwood,All Households,2017,Dollars,61612.01213
Flatbush/Midwood,Families,2017,Dollars,71827.15943
Flatbush/Midwood,Families with Children,2016,Dollars,57403.99621
Flatbush/Midwood,Families without Children,2016,Dollars,68500.55572
Flatbush/Midwood,Families,2016,Dollars,62879.02402
Flatbush/Midwood,All Households,2016,Dollars,56214.20708
Flatbush/Midwood,Families without Children,2015,Dollars,71553.98126
Flatbush/Midwood,Families with Children,2015,Dollars,60742.86047
Flatbush/Midwood,Families,2015,Dollars,66557.3296
Flatbush/Midwood,Families without Children,2014,Dollars,71260.01853
Flatbush/Midwood,All Households,2015,Dollars,55706.9446
Flatbush/Midwood,Families with Children,2014,Dollars,62442.51652
Flatbush/Midwood,Families,2014,Dollars,67463.43805
Flatbush/Midwood,All Households,2014,Dollars,56517.37981
Flatbush/Midwood,Families without Children,2013,Dollars,61983.49116
Flatbush/Midwood,Families with Children,2013,Dollars,45961.24467
Flatbush/Midwood,All Households,2013,Dollars,48155.5117
Flatbush/Midwood,Families,2013,Dollars,56505.79033
Flatbush/Midwood,Families without Children,2012,Dollars,59937.69135
Flatbush/Midwood,Families with Children,2012,Dollars,54587.80628
Flatbush/Midwood,Families,2012,Dollars,57568.83677
Flatbush/Midwood,All Households,2012,Dollars,47526.3746
Flatbush/Midwood,Families without Children,2011,Dollars,62255.89695
Flatbush/Midwood,Families,2011,Dollars,56789.03625
Flatbush/Midwood,Families with Children,2011,Dollars,49946.3155
Flatbush/Midwood,All Households,2011,Dollars,47753.90731
Flatbush/Midwood,Families without Children,2010,Dollars,65722.78784
Flatbush/Midwood,Families with Children,2010,Dollars,49526.61142
Flatbush/Midwood,Families,2010,Dollars,57534.89617
