Location,Household Type,TimeFrame,DataFormat,Data
Morrisania,Families without Children,2017,Dollars,46205.47124
Morrisania,Families with Children,2017,Dollars,28118.86933
Morrisania,Families without Children,2016,Dollars,42288.56874
Morrisania,Families,2017,Dollars,35483.05001
Morrisania,All Households,2017,Dollars,28272.3578
Morrisania,Families with Children,2016,Dollars,31118.75729
Morrisania,Families,2016,Dollars,34770.25567
Morrisania,All Households,2016,Dollars,28648.16903
Morrisania,Families without Children,2015,Dollars,37913.52477
Morrisania,Families with Children,2015,Dollars,27225.8058
Morrisania,Families,2015,Dollars,31442.78235
Morrisania,All Households,2015,Dollars,26979.00217
Morrisania,Families without Children,2014,Dollars,31896.89233
Morrisania,Families with Children,2014,Dollars,24039.76792
Morrisania,Families,2014,Dollars,27004.02115
Morrisania,All Households,2014,Dollars,24757.52382
Morrisania,Families without Children,2013,Dollars,35852.59334
Morrisania,Families with Children,2013,Dollars,26720.43637
Morrisania,Families,2013,Dollars,32123.02226
Morrisania,All Households,2013,Dollars,27609.29661
Morrisania,Families without Children,2012,Dollars,32242.8072
Morrisania,Families with Children,2012,Dollars,24404.87263
Morrisania,All Households,2012,Dollars,23823.942
Morrisania,Families,2012,Dollars,26644.11719
Morrisania,Families without Children,2011,Dollars,36103.93629
Morrisania,Families with Children,2011,Dollars,27415.72232
Morrisania,Families,2011,Dollars,29542.05148
Morrisania,All Households,2011,Dollars,26396.21711
Morrisania,Families without Children,2010,Dollars,43813.16929
Morrisania,Families,2010,Dollars,30697.00904
Morrisania,Families with Children,2010,Dollars,27212.87728
Morrisania,All Households,2010,Dollars,24970.21775
Morrisania,Families without Children,2009,Dollars,35721.8766
Morrisania,Families with Children,2009,Dollars,29620.94246
Morrisania,Families,2009,Dollars,31961.09442
Morrisania,All Households,2009,Dollars,28921.11853
Morrisania,Families with Children,2008,Dollars,23314.1216
Morrisania,Families without Children,2008,Dollars,38125.02294
Morrisania,Families,2008,Dollars,29870.98585
Morrisania,All Households,2008,Dollars,26079.93066
Morrisania,Families without Children,2007,Dollars,39047.57975
Morrisania,Families with Children,2007,Dollars,29007.47274
Morrisania,Families,2007,Dollars,32799.40026
Morrisania,Families without Children,2006,Dollars,39986.04383
Morrisania,All Households,2007,Dollars,26607.8936
Morrisania,Families with Children,2006,Dollars,24447.76202
Morrisania,Families,2006,Dollars,29855.43374
Morrisania,All Households,2006,Dollars,24433.19322
Morrisania,Families without Children,2005,Dollars,34284.79193
Morrisania,Families with Children,2005,Dollars,28976.06373
Morrisania,All Households,2005,Dollars,25750.6987
Morrisania,Families,2005,Dollars,30208.76608
Concourse/Highbridge,Families,2005,Dollars,33736.46614
Concourse/Highbridge,All Households,2005,Dollars,28529.43244
Concourse/Highbridge,Families with Children,2005,Dollars,30739.22663
Concourse/Highbridge,Families without Children,2005,Dollars,48662.19666
Concourse/Highbridge,All Households,2006,Dollars,32228.82285
Concourse/Highbridge,Families,2006,Dollars,36497.47971
Concourse/Highbridge,Families with Children,2006,Dollars,30730.88586
Concourse/Highbridge,All Households,2007,Dollars,31967.34008
Concourse/Highbridge,Families without Children,2006,Dollars,45138.09942
Concourse/Highbridge,Families,2007,Dollars,38877.56126
Concourse/Highbridge,Families with Children,2007,Dollars,28904.43123
Concourse/Highbridge,Families without Children,2007,Dollars,47940.06195
Concourse/Highbridge,All Households,2008,Dollars,30706.55524
Concourse/Highbridge,Families,2008,Dollars,34962.50437
Concourse/Highbridge,Families with Children,2008,Dollars,26424.57204
Concourse/Highbridge,All Households,2009,Dollars,36350.1136
Concourse/Highbridge,Families without Children,2008,Dollars,46253.8486
Concourse/Highbridge,Families,2009,Dollars,39507.34393
Concourse/Highbridge,Families with Children,2009,Dollars,34951.70001
Concourse/Highbridge,Families without Children,2009,Dollars,48371.78031
Concourse/Highbridge,All Households,2010,Dollars,32439.6817
Concourse/Highbridge,Families,2010,Dollars,35717.5082
Concourse/Highbridge,Families without Children,2010,Dollars,39365.47061
Concourse/Highbridge,Families with Children,2010,Dollars,28913.07532
Concourse/Highbridge,All Households,2011,Dollars,26961.42891
Concourse/Highbridge,Families,2011,Dollars,29153.83711
Concourse/Highbridge,Families with Children,2011,Dollars,26083.52165
Concourse/Highbridge,Families without Children,2011,Dollars,34211.24375
Concourse/Highbridge,All Households,2012,Dollars,31193.19748
Concourse/Highbridge,Families with Children,2012,Dollars,31214.02766
Concourse/Highbridge,Families,2012,Dollars,33737.95138
Concourse/Highbridge,Families without Children,2012,Dollars,36538.45362
Concourse/Highbridge,All Households,2013,Dollars,30031.1847
Concourse/Highbridge,Families,2013,Dollars,34526.70066
Concourse/Highbridge,Families with Children,2013,Dollars,30556.98935
Concourse/Highbridge,Families without Children,2013,Dollars,37129.5475
Concourse/Highbridge,All Households,2014,Dollars,30555.73342
Concourse/Highbridge,Families,2014,Dollars,33344.75986
Concourse/Highbridge,Families with Children,2014,Dollars,31037.6071
Concourse/Highbridge,Families without Children,2014,Dollars,36377.53125
Concourse/Highbridge,All Households,2015,Dollars,29310.17463
Concourse/Highbridge,Families,2015,Dollars,32123.736
Concourse/Highbridge,Families with Children,2015,Dollars,27654.34664
Concourse/Highbridge,Families without Children,2015,Dollars,37999.90604
Concourse/Highbridge,All Households,2016,Dollars,34960.04479
Concourse/Highbridge,Families,2016,Dollars,41071.03265
Concourse/Highbridge,Families with Children,2016,Dollars,33987.79173
Concourse/Highbridge,All Households,2017,Dollars,33636.83413
Concourse/Highbridge,Families,2017,Dollars,38951.23621
Concourse/Highbridge,Families without Children,2016,Dollars,49995.56106
Concourse/Highbridge,Families with Children,2017,Dollars,30288.3907
Concourse/Highbridge,Families without Children,2017,Dollars,47147.08488
Concourse/Highbridge,All Households,2018,Dollars,35657.54563
Concourse/Highbridge,Families,2018,Dollars,43309.05395
Concourse/Highbridge,Families with Children,2018,Dollars,35156.56037
Concourse/Highbridge,Families without Children,2018,Dollars,52401.56251
Concourse/Highbridge,All Households,2019,Dollars,34213.96506
Concourse/Highbridge,Families,2019,Dollars,43805.9388
Concourse/Highbridge,Families with Children,2019,Dollars,38790.32852
Concourse/Highbridge,Families without Children,2019,Dollars,51613.60367
Concourse/Highbridge,Families,2021,Dollars,46356
Concourse/Highbridge,All Households,2021,Dollars,41636
Concourse/Highbridge,Families with Children,2021,Dollars,42260
Concourse/Highbridge,Families without Children,2021,Dollars,50481
University Heights,Families without Children,2021,Dollars,47423
University Heights,Families with Children,2021,Dollars,33739
University Heights,All Households,2021,Dollars,34894
University Heights,Families,2021,Dollars,41492
University Heights,Families without Children,2019,Dollars,48664.97546
University Heights,Families with Children,2019,Dollars,40029.25677
University Heights,Families,2019,Dollars,44072.84955
University Heights,All Households,2019,Dollars,33652.82199
University Heights,Families without Children,2018,Dollars,48295.40616
University Heights,Families with Children,2018,Dollars,26258.46399
University Heights,Families,2018,Dollars,37366.66378
University Heights,All Households,2018,Dollars,32542.6778
University Heights,Families without Children,2017,Dollars,45380.33466
University Heights,Families with Children,2017,Dollars,31208.23293
University Heights,Families without Children,2016,Dollars,45524.97277
University Heights,Families,2017,Dollars,36905.81189
University Heights,All Households,2017,Dollars,32837.82325
University Heights,Families with Children,2016,Dollars,22981.13234
University Heights,Families,2016,Dollars,34190.89939
University Heights,All Households,2016,Dollars,29540.51088
University Heights,Families without Children,2015,Dollars,43889.5381
University Heights,Families with Children,2015,Dollars,24874.44031
University Heights,Families,2015,Dollars,32065.4006
University Heights,All Households,2015,Dollars,27128.20618
University Heights,Families without Children,2014,Dollars,35044.23509
University Heights,Families with Children,2014,Dollars,21843.81678
University Heights,Families,2014,Dollars,26543.48919
University Heights,All Households,2014,Dollars,23444.44613
University Heights,Families without Children,2013,Dollars,40954.71943
University Heights,Families with Children,2013,Dollars,24626.32261
University Heights,Families,2013,Dollars,32365.43869
University Heights,All Households,2013,Dollars,27611.57282
University Heights,Families without Children,2012,Dollars,38299.76122
University Heights,Families,2012,Dollars,26990.12965
University Heights,Families with Children,2012,Dollars,21613.62824
University Heights,All Households,2012,Dollars,24991.58942
University Heights,Families without Children,2011,Dollars,36400.112
University Heights,Families with Children,2011,Dollars,26068.18187
University Heights,Families,2011,Dollars,31441.82392
University Heights,All Households,2011,Dollars,30621.73582
University Heights,Families with Children,2010,Dollars,25926.5033
University Heights,Families without Children,2010,Dollars,41839.92017
University Heights,Families,2010,Dollars,33005.20082
University Heights,All Households,2010,Dollars,31130.25008
University Heights,Families without Children,2009,Dollars,47409.05957
University Heights,Families with Children,2009,Dollars,27891.74789
University Heights,Families,2009,Dollars,32438.75202
University Heights,All Households,2009,Dollars,29910.99294
University Heights,Families with Children,2008,Dollars,26343.99042
University Heights,Families without Children,2008,Dollars,49451.07925
University Heights,Families,2008,Dollars,34011.64128
University Heights,All Households,2008,Dollars,33409.13873
University Heights,Families without Children,2007,Dollars,45840.59121
University Heights,Families with Children,2007,Dollars,29115.66632
University Heights,Families,2007,Dollars,33063.44413
University Heights,All Households,2007,Dollars,31061.86282
University Heights,Families without Children,2006,Dollars,35080.33331
University Heights,Families with Children,2006,Dollars,26599.97033
University Heights,Families,2006,Dollars,29354.79697
University Heights,All Households,2006,Dollars,26974.78569
University Heights,Families without Children,2005,Dollars,43143.20819
University Heights,Families with Children,2005,Dollars,23322.39874
University Heights,All Households,2005,Dollars,26635.71578
University Heights,Families,2005,Dollars,33663.63088
East Tremont,Families,2005,Dollars,30208.76608
East Tremont,All Households,2005,Dollars,25750.6987
East Tremont,Families with Children,2005,Dollars,28976.06373
East Tremont,Families without Children,2005,Dollars,34284.79193
East Tremont,All Households,2006,Dollars,24433.19322
East Tremont,Families,2006,Dollars,29855.43374
East Tremont,Families with Children,2006,Dollars,24447.76202
East Tremont,Families without Children,2006,Dollars,39986.04383
East Tremont,All Households,2007,Dollars,26607.8936
East Tremont,Families,2007,Dollars,32799.40026
East Tremont,Families with Children,2007,Dollars,29007.47274
East Tremont,Families without Children,2007,Dollars,39047.57975
East Tremont,All Households,2008,Dollars,26079.93066
East Tremont,Families,2008,Dollars,29870.98585
East Tremont,Families without Children,2008,Dollars,38125.02294
East Tremont,Families with Children,2008,Dollars,23314.1216
East Tremont,All Households,2009,Dollars,28921.11853
East Tremont,Families,2009,Dollars,31961.09442
East Tremont,Families with Children,2009,Dollars,29620.94246
East Tremont,Families without Children,2009,Dollars,35721.8766
East Tremont,All Households,2010,Dollars,24970.21775
East Tremont,Families,2010,Dollars,30697.00904
East Tremont,Families with Children,2010,Dollars,27212.87728
East Tremont,Families without Children,2010,Dollars,43813.16929
East Tremont,All Households,2011,Dollars,26396.21711
East Tremont,Families,2011,Dollars,29542.05148
East Tremont,Families with Children,2011,Dollars,27415.72232
East Tremont,Families without Children,2011,Dollars,36103.93629
East Tremont,All Households,2012,Dollars,23823.942
East Tremont,Families,2012,Dollars,26644.11719
East Tremont,Families with Children,2012,Dollars,24404.87263
East Tremont,Families without Children,2012,Dollars,32242.8072
East Tremont,All Households,2013,Dollars,27609.29661
East Tremont,Families,2013,Dollars,32123.02226
East Tremont,Families with Children,2013,Dollars,26720.43637
East Tremont,Families without Children,2013,Dollars,35852.59334
East Tremont,All Households,2014,Dollars,24757.52382
East Tremont,Families,2014,Dollars,27004.02115
East Tremont,Families with Children,2014,Dollars,24039.76792
East Tremont,Families without Children,2014,Dollars,31896.89233
East Tremont,All Households,2015,Dollars,26979.00217
East Tremont,Families,2015,Dollars,31442.78235
East Tremont,Families with Children,2015,Dollars,27225.8058
East Tremont,Families without Children,2015,Dollars,37913.52477
East Tremont,All Households,2016,Dollars,28648.16903
East Tremont,Families,2016,Dollars,34770.25567
East Tremont,Families with Children,2016,Dollars,31118.75729
East Tremont,All Households,2017,Dollars,28272.3578
East Tremont,Families,2017,Dollars,35483.05001
East Tremont,Families without Children,2016,Dollars,42288.56874
East Tremont,Families with Children,2017,Dollars,28118.86933
East Tremont,Families without Children,2017,Dollars,46205.47124
East Tremont,All Households,2018,Dollars,28275.22341
East Tremont,Families,2018,Dollars,34767.73599
East Tremont,Families with Children,2018,Dollars,27866.10326
East Tremont,Families without Children,2018,Dollars,43003.54908
East Tremont,All Households,2019,Dollars,24804.83569
East Tremont,Families,2019,Dollars,37089.03519
East Tremont,Families with Children,2019,Dollars,28867.34341
East Tremont,Families without Children,2019,Dollars,44562.53621
East Tremont,Families,2021,Dollars,19051.07281
East Tremont,All Households,2021,Dollars,15398.17005
East Tremont,Families with Children,2021,Dollars,18302.30946
East Tremont,Families without Children,2021,Dollars,20510.29305
Bedford Park,Families without Children,2021,Dollars,55861
Bedford Park,Families with Children,2021,Dollars,35855
Bedford Park,All Households,2021,Dollars,37648
Bedford Park,Families,2021,Dollars,43001
Bedford Park,Families without Children,2019,Dollars,59119.6804
Bedford Park,Families with Children,2019,Dollars,42940.05511
Bedford Park,Families,2019,Dollars,50212.84764
Bedford Park,All Households,2019,Dollars,43437.09757
Bedford Park,Families without Children,2018,Dollars,46956.953
Bedford Park,Families with Children,2018,Dollars,36679.81192
Bedford Park,Families,2018,Dollars,41536.91207
Bedford Park,All Households,2018,Dollars,36691.56211
Bedford Park,Families without Children,2017,Dollars,48950.84651
Bedford Park,Families with Children,2017,Dollars,34039.60528
Bedford Park,Families without Children,2016,Dollars,41072.14253
Bedford Park,Families,2017,Dollars,41100.07474
Bedford Park,All Households,2017,Dollars,38486.41652
Bedford Park,Families with Children,2016,Dollars,37921.1991
Bedford Park,Families,2016,Dollars,39345.17248
Bedford Park,All Households,2016,Dollars,37803.55204
Bedford Park,Families without Children,2015,Dollars,45494.88353
Bedford Park,Families with Children,2015,Dollars,34878.96197
Bedford Park,Families,2015,Dollars,40316.49465
Bedford Park,All Households,2015,Dollars,35830.27778
Bedford Park,Families without Children,2014,Dollars,46674.35176
Bedford Park,Families with Children,2014,Dollars,33958.05363
Bedford Park,Families,2014,Dollars,40323.50381
Bedford Park,All Households,2014,Dollars,39869.71135
Bedford Park,Families without Children,2013,Dollars,38467.95934
Bedford Park,Families with Children,2013,Dollars,33038.05892
Bedford Park,Families,2013,Dollars,35533.92386
Bedford Park,All Households,2013,Dollars,33083.58313
Bedford Park,Families without Children,2012,Dollars,43265.44516
Bedford Park,Families with Children,2012,Dollars,33402.354
Bedford Park,Families,2012,Dollars,40169.84867
Bedford Park,All Households,2012,Dollars,35325.67413
Bedford Park,Families without Children,2011,Dollars,41016.20504
Bedford Park,Families with Children,2011,Dollars,35457.30567
Bedford Park,Families,2011,Dollars,37588.35476
Bedford Park,All Households,2011,Dollars,36161.75546
Bedford Park,Families without Children,2010,Dollars,54312.89344
Bedford Park,Families with Children,2010,Dollars,31269.80952
Bedford Park,Families,2010,Dollars,36450.49865
Bedford Park,All Households,2010,Dollars,33027.04491
Bedford Park,Families without Children,2009,Dollars,58077.98022
Bedford Park,Families with Children,2009,Dollars,32512.80746
Bedford Park,Families,2009,Dollars,40207.16786
Bedford Park,All Households,2009,Dollars,36319.25716
Bedford Park,Families with Children,2008,Dollars,35442.27493
Bedford Park,Families without Children,2008,Dollars,57800.57456
Bedford Park,Families,2008,Dollars,42950.00227
Bedford Park,All Households,2008,Dollars,38906.04477
Bedford Park,Families without Children,2007,Dollars,49347.86657
Bedford Park,Families with Children,2007,Dollars,38341.74541
Bedford Park,Families,2007,Dollars,40425.75993
Bedford Park,All Households,2007,Dollars,38978.02673
Bedford Park,Families without Children,2006,Dollars,46406.909
Bedford Park,Families with Children,2006,Dollars,29112.42521
Bedford Park,Families,2006,Dollars,37979.52346
Bedford Park,All Households,2006,Dollars,37437.82918
Bedford Park,Families without Children,2005,Dollars,69339.16393
Bedford Park,Families with Children,2005,Dollars,35502.37754
Bedford Park,All Households,2005,Dollars,40150.09143
Bedford Park,Families,2005,Dollars,41746.97007
Riverdale,Families,2005,Dollars,69040.95165
Riverdale,All Households,2005,Dollars,66429.87643
Riverdale,Families with Children,2005,Dollars,50847.25435
Riverdale,Families without Children,2005,Dollars,85202.13304
Riverdale,All Households,2006,Dollars,65118.5392
Riverdale,Families,2006,Dollars,76431.87053
Riverdale,Families with Children,2006,Dollars,66276.09616
Riverdale,Families without Children,2006,Dollars,84840.71397
Riverdale,All Households,2007,Dollars,65958.15778
Riverdale,Families,2007,Dollars,71783.86708
Riverdale,Families with Children,2007,Dollars,74940.80131
Riverdale,Families without Children,2007,Dollars,69252.91002
Riverdale,All Households,2008,Dollars,70208.90398
Riverdale,Families,2008,Dollars,76277.31966
Riverdale,Families without Children,2008,Dollars,89330.30202
Riverdale,Families with Children,2008,Dollars,65031.84497
Riverdale,All Households,2009,Dollars,64252.9698
Riverdale,Families,2009,Dollars,85257.56161
Riverdale,Families with Children,2009,Dollars,85183.50617
Riverdale,Families without Children,2009,Dollars,85835.19405
Riverdale,All Households,2010,Dollars,60728.98701
Riverdale,Families,2010,Dollars,66196.07638
Riverdale,Families with Children,2010,Dollars,47808.20996
Riverdale,Families without Children,2010,Dollars,75675.19627
Riverdale,All Households,2011,Dollars,65039.47657
Riverdale,Families,2011,Dollars,68702.14344
Riverdale,Families with Children,2011,Dollars,62293.6564
Riverdale,Families without Children,2011,Dollars,73432.69482
Riverdale,All Households,2012,Dollars,63599.17444
Riverdale,Families,2012,Dollars,68806.71993
Riverdale,Families with Children,2012,Dollars,58833.6917
Riverdale,Families without Children,2012,Dollars,78728.82994
Riverdale,All Households,2013,Dollars,68985.115
Riverdale,Families,2013,Dollars,74047.4074
Riverdale,Families with Children,2013,Dollars,64256.28746
Riverdale,Families without Children,2013,Dollars,86275.21081
Riverdale,All Households,2014,Dollars,60907.03559
Riverdale,Families,2014,Dollars,66913.0462
Riverdale,Families with Children,2014,Dollars,51451.52833
Riverdale,Families without Children,2014,Dollars,79692.24626
Riverdale,All Households,2015,Dollars,69235.14898
Riverdale,Families,2015,Dollars,82607.41834
Riverdale,Families with Children,2015,Dollars,90373.87982
Riverdale,Families without Children,2015,Dollars,74673.8035
Riverdale,All Households,2016,Dollars,64702.55346
Riverdale,Families,2016,Dollars,71563.8188
Riverdale,Families with Children,2016,Dollars,67410.6556
Riverdale,All Households,2017,Dollars,58767.57693
Riverdale,Families,2017,Dollars,72810.13875
Riverdale,Families without Children,2016,Dollars,78923.41932
Riverdale,Families with Children,2017,Dollars,55302.65645
Riverdale,Families without Children,2017,Dollars,88007.67407
Riverdale,All Households,2018,Dollars,58346.08908
Riverdale,Families,2018,Dollars,73964.22439
Riverdale,Families with Children,2018,Dollars,57515.03038
Riverdale,Families without Children,2018,Dollars,84422.95928
Riverdale,All Households,2019,Dollars,64361.21908
Riverdale,Families,2019,Dollars,74647.79127
Riverdale,Families with Children,2019,Dollars,71094.93597
Riverdale,Families without Children,2019,Dollars,78196.44326
Riverdale,Families,2021,Dollars,80080
Riverdale,All Households,2021,Dollars,62243
Riverdale,Families with Children,2021,Dollars,73803
Riverdale,Families without Children,2021,Dollars,84139
Unionport/Soundview,Families without Children,2021,Dollars,57603
Unionport/Soundview,Families with Children,2021,Dollars,41116
Unionport/Soundview,All Households,2021,Dollars,39322
Unionport/Soundview,Families,2021,Dollars,49002
Unionport/Soundview,Families without Children,2019,Dollars,60864.05775
Unionport/Soundview,Families with Children,2019,Dollars,43890.00518
Unionport/Soundview,Families,2019,Dollars,55040.35941
Unionport/Soundview,All Households,2019,Dollars,46210.23722
Unionport/Soundview,Families without Children,2018,Dollars,57685.9422
Unionport/Soundview,Families with Children,2018,Dollars,46645.03894
Unionport/Soundview,Families,2018,Dollars,52386.60773
Unionport/Soundview,All Households,2018,Dollars,46438.87656
Unionport/Soundview,Families without Children,2017,Dollars,63531.16224
Unionport/Soundview,Families with Children,2017,Dollars,41992.7027
Unionport/Soundview,Families without Children,2016,Dollars,51731.41013
Unionport/Soundview,Families,2017,Dollars,49347.08624
Unionport/Soundview,All Households,2017,Dollars,43548.2702
Unionport/Soundview,Families with Children,2016,Dollars,46007.76967
Unionport/Soundview,Families,2016,Dollars,48295.22808
Unionport/Soundview,All Households,2016,Dollars,41571.5876
Unionport/Soundview,Families without Children,2015,Dollars,59533.52269
Unionport/Soundview,Families with Children,2015,Dollars,35702.38862
Unionport/Soundview,Families,2015,Dollars,46730.02351
Unionport/Soundview,All Households,2015,Dollars,41268.9323
Unionport/Soundview,Families without Children,2014,Dollars,51907.56729
Unionport/Soundview,Families with Children,2014,Dollars,38298.28647
Unionport/Soundview,Families,2014,Dollars,43708.97529
Unionport/Soundview,All Households,2014,Dollars,40502.10035
Unionport/Soundview,Families without Children,2013,Dollars,49343.69364
Unionport/Soundview,Families with Children,2013,Dollars,34400.37097
Unionport/Soundview,Families,2013,Dollars,40464.19604
Unionport/Soundview,All Households,2013,Dollars,36832.50201
Unionport/Soundview,Families without Children,2012,Dollars,58605.71693
Unionport/Soundview,Families with Children,2012,Dollars,34023.78776
Unionport/Soundview,Families,2012,Dollars,46392.28691
Unionport/Soundview,All Households,2012,Dollars,39092.46537
Unionport/Soundview,Families without Children,2011,Dollars,55948.88843
Unionport/Soundview,Families with Children,2011,Dollars,36896.88479
Unionport/Soundview,Families,2011,Dollars,48905.5706
Unionport/Soundview,All Households,2011,Dollars,42282.32667
Unionport/Soundview,Families without Children,2010,Dollars,59832.16591
Unionport/Soundview,Families with Children,2010,Dollars,38468.64952
Unionport/Soundview,Families,2010,Dollars,49269.33663
Unionport/Soundview,All Households,2010,Dollars,47679.57257
Unionport/Soundview,Families without Children,2009,Dollars,61595.6137
Unionport/Soundview,Families with Children,2009,Dollars,39369.10711
Unionport/Soundview,Families,2009,Dollars,49296.23908
Unionport/Soundview,All Households,2009,Dollars,41580.8963
Unionport/Soundview,Families without Children,2008,Dollars,64817.3739
Unionport/Soundview,Families with Children,2008,Dollars,43233.89751
Unionport/Soundview,Families,2008,Dollars,52550.37224
Unionport/Soundview,All Households,2008,Dollars,49758.52911
Unionport/Soundview,Families without Children,2007,Dollars,58646.07472
Unionport/Soundview,Families with Children,2007,Dollars,42862.69161
Unionport/Soundview,Families,2007,Dollars,49381.35506
Unionport/Soundview,All Households,2007,Dollars,43231.065
Unionport/Soundview,Families without Children,2006,Dollars,61047.22329
Unionport/Soundview,Families with Children,2006,Dollars,46356.58044
Unionport/Soundview,Families,2006,Dollars,53762.82591
Unionport/Soundview,All Households,2006,Dollars,45865.21473
Unionport/Soundview,Families without Children,2005,Dollars,55706.60276
Unionport/Soundview,Families with Children,2005,Dollars,44546.31756
Unionport/Soundview,All Households,2005,Dollars,46589.82748
Unionport/Soundview,Families,2005,Dollars,52178.90271
Throgs Neck,Families,2005,Dollars,74706.98489
Throgs Neck,All Households,2005,Dollars,60436.77167
Throgs Neck,Families with Children,2005,Dollars,69968.57048
Throgs Neck,Families without Children,2005,Dollars,83712.44591
Throgs Neck,All Households,2006,Dollars,68576.6413
Throgs Neck,Families,2006,Dollars,88815.34607
Throgs Neck,Families with Children,2006,Dollars,94691.86809
Throgs Neck,Families without Children,2006,Dollars,80836.94429
Throgs Neck,All Households,2007,Dollars,68125.89352
Throgs Neck,Families,2007,Dollars,84586.77455
Throgs Neck,Families with Children,2007,Dollars,86437.65765
Throgs Neck,Families without Children,2007,Dollars,80116.06109
Throgs Neck,All Households,2008,Dollars,72460.23041
Throgs Neck,Families,2008,Dollars,93437.48509
Throgs Neck,Families with Children,2008,Dollars,90162.15226
Throgs Neck,Families without Children,2008,Dollars,94106.93238
Throgs Neck,All Households,2009,Dollars,57284.35273
Throgs Neck,Families,2009,Dollars,71638.76587
Throgs Neck,Families with Children,2009,Dollars,63237.17599
Throgs Neck,Families without Children,2009,Dollars,77615.04002
Throgs Neck,All Households,2010,Dollars,57314.02818
Throgs Neck,Families,2010,Dollars,69415.65199
Throgs Neck,Families with Children,2010,Dollars,54724.2904
Throgs Neck,Families without Children,2010,Dollars,84573.02075
Throgs Neck,All Households,2011,Dollars,63053.56538
Throgs Neck,Families,2011,Dollars,81992.29066
Throgs Neck,Families with Children,2011,Dollars,89561.88086
Throgs Neck,Families without Children,2011,Dollars,77497.73586
Throgs Neck,All Households,2012,Dollars,59404.20724
Throgs Neck,Families,2012,Dollars,91246.61206
Throgs Neck,Families with Children,2012,Dollars,99088.01833
Throgs Neck,Families without Children,2012,Dollars,89926.20997
Throgs Neck,All Households,2013,Dollars,63801.04534
Throgs Neck,Families,2013,Dollars,77055.41973
Throgs Neck,Families with Children,2013,Dollars,69286.71291
Throgs Neck,Families without Children,2013,Dollars,95113.73661
Throgs Neck,All Households,2014,Dollars,61735.99311
Throgs Neck,Families,2014,Dollars,80775.05797
Throgs Neck,Families with Children,2014,Dollars,67105.12172
Throgs Neck,Families without Children,2014,Dollars,91444.79704
Throgs Neck,All Households,2015,Dollars,57056.51172
Throgs Neck,Families,2015,Dollars,80488.27263
Throgs Neck,Families with Children,2015,Dollars,64091.53698
Throgs Neck,Families without Children,2015,Dollars,85309.91808
Throgs Neck,All Households,2016,Dollars,65926.74881
Throgs Neck,Families,2016,Dollars,81647.05975
Throgs Neck,Families with Children,2016,Dollars,67006.66003
Throgs Neck,All Households,2017,Dollars,64793.90424
Throgs Neck,Families,2017,Dollars,79655.07121
Throgs Neck,Families without Children,2016,Dollars,93499.44613
Throgs Neck,Families with Children,2017,Dollars,63794.59635
Throgs Neck,Families without Children,2017,Dollars,91299.51182
Throgs Neck,All Households,2018,Dollars,58703.9357
Throgs Neck,Families,2018,Dollars,72853.29759
Throgs Neck,Families with Children,2018,Dollars,65824.54919
Throgs Neck,Families without Children,2018,Dollars,78566.02501
Throgs Neck,All Households,2019,Dollars,64131.08737
Throgs Neck,Families,2019,Dollars,74323.08489
Throgs Neck,Families with Children,2019,Dollars,64538.8093
Throgs Neck,Families without Children,2019,Dollars,74856.90639
Throgs Neck,Families,2021,Dollars,65311
Throgs Neck,All Households,2021,Dollars,57007
Throgs Neck,Families with Children,2021,Dollars,61292
Throgs Neck,Families without Children,2021,Dollars,66912
Pelham Parkway,Families without Children,2021,Dollars,68275
Pelham Parkway,Families with Children,2021,Dollars,56696
Pelham Parkway,All Households,2021,Dollars,57394
Pelham Parkway,Families,2021,Dollars,61748
Pelham Parkway,Families without Children,2019,Dollars,78224.81566
Pelham Parkway,Families with Children,2019,Dollars,55927.2597
Pelham Parkway,Families,2019,Dollars,71073.91937
Pelham Parkway,All Households,2019,Dollars,61162.49339
Pelham Parkway,Families without Children,2018,Dollars,81221.56734
Pelham Parkway,Families with Children,2018,Dollars,59264.74009
Pelham Parkway,Families,2018,Dollars,73697.17468
Pelham Parkway,All Households,2018,Dollars,58134.58571
Pelham Parkway,Families without Children,2017,Dollars,70643.88309
Pelham Parkway,Families with Children,2017,Dollars,51925.91019
Pelham Parkway,Families without Children,2016,Dollars,72468.3693
Pelham Parkway,Families,2017,Dollars,61983.21473
Pelham Parkway,All Households,2017,Dollars,52270.98709
Pelham Parkway,Families with Children,2016,Dollars,50966.70424
Pelham Parkway,Families,2016,Dollars,62417.31481
Pelham Parkway,All Households,2016,Dollars,56391.78755
Pelham Parkway,Families without Children,2015,Dollars,69055.65543
Pelham Parkway,Families with Children,2015,Dollars,45905.47502
Pelham Parkway,Families,2015,Dollars,58120.01099
Pelham Parkway,All Households,2015,Dollars,51104.05692
Pelham Parkway,Families without Children,2014,Dollars,72579.83571
Pelham Parkway,Families with Children,2014,Dollars,49099.44563
Pelham Parkway,Families,2014,Dollars,60541.97978
Pelham Parkway,All Households,2014,Dollars,53814.84352
Pelham Parkway,Families without Children,2013,Dollars,73156.27095
Pelham Parkway,Families with Children,2013,Dollars,45305.69601
Pelham Parkway,Families,2013,Dollars,59858.64856
Pelham Parkway,All Households,2013,Dollars,49023.88605
Pelham Parkway,Families without Children,2012,Dollars,56923.10113
Pelham Parkway,Families with Children,2012,Dollars,58501.56602
Pelham Parkway,Families,2012,Dollars,57856.98762
